"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text"
"8365",8365,"629610766107172864","No candidate mentioned","2015-08-07 04:11:18 -0700","Neutral","#Progressive in SF Bay Area","Pacific Time (US & Canada)","@maddow So while everyone was watching #GOPDebates &amp; #DebateWithBernie -- @SenSchumer does a Fri night news dump on a Thurs. #IranDeal"
"8366",8366,"629609846107602944","Donald Trump","2015-08-07 04:07:39 -0700","Negative","","","RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates"
"8367",8367,"629609619657076736","No candidate mentioned","2015-08-07 04:06:45 -0700","Positive","Bahamas","Eastern Time (US & Canada)","RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates."
"8368",8368,"629609184691097600","Ted Cruz","2015-08-07 04:05:01 -0700","Positive","James Rosen Alveda King ","Quito","#TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
"8369",8369,"629608953421369344","No candidate mentioned","2015-08-07 04:04:06 -0700","Negative","","Quito","RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8370",8370,"629608930394677248","No candidate mentioned","2015-08-07 04:04:01 -0700","Negative","Hudson Valley","","RT @diegueno: what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu"
"8371",8371,"629608614504869888","No candidate mentioned","2015-08-07 04:02:45 -0700","Negative","Milky Way, just past Nebulus","Atlantic Time (Canada)","RT @Jerry_Holbert: Refreshing. #GOPDebates http://t.co/45eM0dXrzs http://t.co/O5W4sC7uF7"
"8372",8372,"629608533709852672","No candidate mentioned","2015-08-07 04:02:26 -0700","Negative","","Pacific Time (US & Canada)","RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>"
"8373",8373,"629608370236981248","No candidate mentioned","2015-08-07 04:01:47 -0700","Negative","","Quito","RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…"
"8374",8374,"629607981055766528","No candidate mentioned","2015-08-07 04:00:14 -0700","Negative","San Diego, California","Pacific Time (US & Canada)","what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu"
"8375",8375,"629607944477249536","Chris Christie","2015-08-07 04:00:06 -0700","Negative","","","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8376",8376,"629607834800533504","Chris Christie","2015-08-07 03:59:40 -0700","Negative","Adams county  Pa. Dist. 4","Eastern Time (US & Canada)","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8377",8377,"629607766542258176","No candidate mentioned","2015-08-07 03:59:23 -0700","Negative","with the Kurds & Israelis 100%","Central Time (US & Canada)","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8378",8378,"629607140248940544","No candidate mentioned","2015-08-07 03:56:54 -0700","Neutral","Soon to be in Stony Brook, NY","","The clear, most electable winner to emerge from the #GOPDebates? #MegynKelly"
"8379",8379,"629607072024412160","Donald Trump","2015-08-07 03:56:38 -0700","Neutral","United States of America","Pacific Time (US & Canada)","RT @AndraGillespie: Still debating last night's debate? Check out my colleagues and my take at http://t.co/f8BdMvo0lW. #GOPDebate #GOPDebat…"
"8380",8380,"629606972506025984","No candidate mentioned","2015-08-07 03:56:14 -0700","Neutral","Ruston","","RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates."
"8381",8381,"629606301052575744","No candidate mentioned","2015-08-07 03:53:34 -0700","Negative","","","RT @RWSurferGirl: We the American people pick the next President of United States not FOX News <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8382",8382,"629606227794903040","No candidate mentioned","2015-08-07 03:53:16 -0700","Neutral","Washington, DC","Eastern Time (US & Canada)","RT @AndraGillespie: Still debating last night's debate? Check out my colleagues and my take at http://t.co/f8BdMvo0lW. #GOPDebate #GOPDebat…"
"8383",8383,"629606162300858368","Ben Carson","2015-08-07 03:53:01 -0700","Neutral","..GLOBAL CITIZEN..","London","FREEDOM is NOT FREE...and we MUST FIGHT for it EVERYDAY--@RealBenCarson  #GOPDebates #AfroWays #RandomThoughts #SoriyanChats"
"8384",8384,"629605719982145536","Donald Trump","2015-08-07 03:51:15 -0700","Negative","Republicans a terrorist group","","RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates"
"8385",8385,"629605316238417920","Ben Carson","2015-08-07 03:49:39 -0700","Positive","Winchester Virginia","Atlantic Time (Canada)","Carson, Rubio, Fiorina, &amp; Cruz won the night. #GOPDebates"
"8386",8386,"629605046095880192","No candidate mentioned","2015-08-07 03:48:35 -0700","Negative","¤  East Texas<U+2665> ","Mountain Time (US & Canada)","RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>"
"8387",8387,"629605020565045248","No candidate mentioned","2015-08-07 03:48:29 -0700","Negative","northern va","Central Time (US & Canada)","RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8388",8388,"629604988025708544","No candidate mentioned","2015-08-07 03:48:21 -0700","Negative","Philadelphia","Eastern Time (US & Canada)","So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates"
"8389",8389,"629604660337360896","Ted Cruz","2015-08-07 03:47:03 -0700","Positive","Tampa, FL","","My order: Cruz, Rubio, Carson, Walker, and I think Rand did okay. #GOPDebate #GOPDebates Trump hurt himself. Jeb didn't do much."
"8390",8390,"629604613285482496","No candidate mentioned","2015-08-07 03:46:51 -0700","Negative","","","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8391",8391,"629604334028730368","No candidate mentioned","2015-08-07 03:45:45 -0700","Neutral","","Eastern Time (US & Canada)","@billmaher oh, that's what I did wrong.....not get drunk prior to watching the #GOPDebates"
"8392",8392,"629604151693979648","Chris Christie","2015-08-07 03:45:01 -0700","Negative","","Tehran","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8393",8393,"629603396312559616","No candidate mentioned","2015-08-07 03:42:01 -0700","Neutral","Out there~","Quito","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8394",8394,"629602964823478272","No candidate mentioned","2015-08-07 03:40:18 -0700","Neutral","Philadelphia","Eastern Time (US & Canada)","The happiest person in America today after watching those debates is HRC. #GOPDebates."
"8395",8395,"629602916886679552","No candidate mentioned","2015-08-07 03:40:07 -0700","Neutral","Chicago-Austin","Mountain Time (US & Canada)","Just finished watching the #gopdebates. http://t.co/VIs5kaO3R1"
"8396",8396,"629602698002866176","Chris Christie","2015-08-07 03:39:15 -0700","Negative","","","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8397",8397,"629602540766818304","No candidate mentioned","2015-08-07 03:38:37 -0700","Positive","Boston, Massachusetts","","RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next."
"8398",8398,"629602327641620480","No candidate mentioned","2015-08-07 03:37:47 -0700","Negative","Sullivan's Island","Eastern Time (US & Canada)","RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>"
"8399",8399,"629602073236144128","No candidate mentioned","2015-08-07 03:36:46 -0700","Positive","","","RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next."
"8400",8400,"629599958396612608","Donald Trump","2015-08-07 03:28:22 -0700","Negative","905 to the 613","Eastern Time (US & Canada)","RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31"
"8401",8401,"629599745695072256","No candidate mentioned","2015-08-07 03:27:31 -0700","Neutral","","","Still debating last night's debate? Check out my colleagues and my take at http://t.co/f8BdMvo0lW. #GOPDebate #GOPDebates"
"8402",8402,"629599083053883392","John Kasich","2015-08-07 03:24:53 -0700","Positive","","","not a republican ( #ClownCarCrew ) but #JohnKasich held his own last night probably the best candidate on stage for the #GOPDebates @AP @CNN"
"8403",8403,"629598498292432896","Donald Trump","2015-08-07 03:22:34 -0700","Neutral","","Quito","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8404",8404,"629596863969099776","Jeb Bush","2015-08-07 03:16:04 -0700","Negative","with the Kurds & Israelis 100%","Central Time (US & Canada)","RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8405",8405,"629595080232464384","Chris Christie","2015-08-07 03:08:59 -0700","Negative","Out there~","Quito","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8406",8406,"629594688178094080","No candidate mentioned","2015-08-07 03:07:25 -0700","Neutral","","","RT @CovinoandRich: Who will have the bigger boobs? #Hooterspageant on FoxSports1 or #GOPdebates on FOX News? http://t.co/SqyOrgQAEP"
"8407",8407,"629594305355714560","Donald Trump","2015-08-07 03:05:54 -0700","Neutral","","","RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination."" #GOPDebat…"
"8408",8408,"629593923418198016","Chris Christie","2015-08-07 03:04:23 -0700","Negative","Boston MA","","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8409",8409,"629592362906447872","No candidate mentioned","2015-08-07 02:58:11 -0700","Negative","","","RT @SupermanHotMale: This is why I don't watch Fox News, they're all assholes #GopDebates"
"8410",8410,"629592350755454976","Chris Christie","2015-08-07 02:58:08 -0700","Negative","","Eastern Time (US & Canada)","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8411",8411,"629591703037575168","No candidate mentioned","2015-08-07 02:55:33 -0700","Negative","Virginia","","RT @RWSurferGirl: We the American people pick the next President of United States not FOX News <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates"
"8412",8412,"629591622884397056","No candidate mentioned","2015-08-07 02:55:14 -0700","Negative","Salamandastron","Eastern Time (US & Canada)","RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.   Founding Fathers: Jesus:  #GOPDebates http:/…"
"8413",8413,"629591347696140288","No candidate mentioned","2015-08-07 02:54:09 -0700","Negative","Milan-Italy","Rome","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8414",8414,"629590706512723968","No candidate mentioned","2015-08-07 02:51:36 -0700","Negative","","Melbourne","RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
"8415",8415,"629589632850771968","Ted Cruz","2015-08-07 02:47:20 -0700","Positive","Army Commendation Medal","Central Time (US & Canada)","RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!!   #GOPDebates http://t.co/8S67pz8a4A"
"8416",8416,"629589400905773056","No candidate mentioned","2015-08-07 02:46:25 -0700","Negative","New York, USA","Eastern Time (US & Canada)","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8417",8417,"629589275772784640","No candidate mentioned","2015-08-07 02:45:55 -0700","Negative","cyprus","","@FoxNews fumbles the #GOPDebates #FOXNEWSDEBATE #FoxNewsFumbles"
"8418",8418,"629587867468189696","No candidate mentioned","2015-08-07 02:40:19 -0700","Neutral","in my skin #TeamTaurus","Hawaii","RT @TheYBF: While the #GOPDebates we're going down Thursday night, #KanyeWest and his wife #KimKardashian were… https://t.co/1MpjlqTg37"
"8419",8419,"629587355482107904","Chris Christie","2015-08-07 02:38:17 -0700","Negative","East side of Vineland, NJ","","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8420",8420,"629587306739990528","No candidate mentioned","2015-08-07 02:38:05 -0700","Negative","Somewhere in Arizona","Arizona","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8421",8421,"629586305748316160","Chris Christie","2015-08-07 02:34:07 -0700","Negative","DALLAS TX-HOME OF THE COWBOYS","Central Time (US & Canada)","RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates"
"8422",8422,"629586133492498432","No candidate mentioned","2015-08-07 02:33:26 -0700","Neutral","Worldwide","Nairobi","“Are We Being Punk’d?” Twitter Has A Field Day With Round 1 Of The #GOPDebates - http://t.co/qR65oEatxN"
"8423",8423,"629585912314265600","No candidate mentioned","2015-08-07 02:32:33 -0700","Negative","","","RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"
"8424",8424,"629585905230200832","No candidate mentioned","2015-08-07 02:32:31 -0700","Negative","Richmond, VA","Atlantic Time (Canada)","Tech giants turn to fed agents baaaack to back. Losin pieces of your privacy baaaaack to back. #GOPdebates #MeekvsDrake"
"8425",8425,"629585819767074816","No candidate mentioned","2015-08-07 02:32:11 -0700","Negative","Norge","","RT @PamelaGeller: Jim Gilmore is clueless on #ISIS. It's not a state? They already rule an area larger than the United Kingdom.  #GOPdebates"
"8426",8426,"629584704795213824","No candidate mentioned","2015-08-07 02:27:45 -0700","Negative","Richmond, VA","Atlantic Time (Canada)","The #GOP fuck-ups goin' baaaack to back. Keep the wars goin' baaaaack to back. #GOPDebates #MeekvsDrake"
